1	0	30
2	54	99
3	132	27
4	271	80
5	193	13
6	121	138
7	34	124
8	24	110
9	0	97
10	44	21
11	95	4
12	41	88
13	171	50
14	11	68
15	150	325
16	18	144
17	7	53
18	36	19
19	3	100
20	55	10
21	197	6
22	53	385
23	362	20
24	17	135
25	109	23
26	49	72
27	359	23
28	49	91
29	38	156
30	283	379
31	132	227
32	43	92
33	6	132
34	25	8
35	178	159
36	234	57
37	197	260
38	29	20
39	256	127
40	235	22
41	235	110
42	35	61
43	57	43
44	98	8
45	372	127
46	251	131
47	158	91
48	74	132
49	103	320
50	56	121
51	286	15
52	123	47
53	199	57
54	10	157
55	297	68
56	297	79
57	20	98
58	8	86
59	1	285
60	333	27
61	103	83
62	172	185
63	16	358
64	326	27
65	131	277
66	153	43
67	21	12
68	353	180
69	320	87
70	421	135
71	72	86
72	36	24
73	180	59
74	69	54
75	424	35
76	3	3
77	5	13
78	116	360
79	56	207
80	40	72
81	84	219
82	54	6
83	56	31
84	508	109
85	35	8
86	266	19
87	559	2
88	338	132
89	268	8
90	145	68
91	116	58
92	162	179
93	413	190
94	36	29
95	19	43
96	27	628
97	202	125
98	145	110
99	378	278
100	104	125
101	250	66
102	170	114
103	57	16
104	110	80
105	69	258
106	207	35
107	36	132
108	113	60
109	69	60
110	2	69
111	454	5
112	295	7
113	412	189
114	270	51
115	106	22
116	31	9
117	220	254
118	364	35
119	173	145
120	266	35
121	14	3
122	279	28
123	273	36
124	85	97
125	38	17
126	222	83
127	101	177
128	114	57
129	296	6
130	121	147
131	10	34
132	118	18
133	389	110
134	114	98
135	33	35
136	270	16
137	258	148
138	268	57
139	5	102
140	232	2
141	82	111
142	20	35
143	405	279
144	489	3
145	660	120
146	736	124
147	49	333
148	74	40
149	32	94
150	36	313
151	85	31
152	152	402
153	94	7
154	1	102
155	31	152
156	70	33
157	108	98
158	170	118
159	237	131
160	206	14
161	48	22
162	356	164
163	63	340
164	196	49
165	0	260
166	190	231
167	21	139
168	14	91
169	12	20
170	244	122
171	265	5
172	182	168
173	85	10
174	191	191
175	260	254
176	193	111
177	19	324
178	163	186
179	234	103
180	222	55
181	25	166
182	128	155
183	145	147
184	103	57
185	292	196
186	228	15
187	105	14
188	100	1
189	28	68
190	8	277
191	67	12
192	32	89
193	21	179
194	15	33
195	133	6
196	449	170
197	101	54
198	52	33
199	211	78
200	302	34
201	231	1
202	112	473
203	76	241
204	1121	93
205	255	43
206	3	91
207	337	87
208	237	632
209	43	43
210	16	67
211	167	88
212	27	19
213	21	12
214	24	99
215	2	8
216	208	40
217	29	68
218	40	6
219	133	12
220	50	47
221	29	39
222	146	39
223	121	150
224	15	30
225	679	298
226	211	142
227	98	5
228	135	24
229	130	69
230	588	26
231	184	130
232	117	56
233	456	86
234	113	69
235	240	193
236	144	81
237	214	83
238	76	22
239	12	31
240	173	420
241	37	90
242	513	163
243	737	7
244	24	320
245	177	100
246	62	5
247	74	116
248	18	55
249	36	67
250	63	126
251	35	39
252	180	37
253	171	187
254	300	50
255	15	14
256	127	196
257	202	59
258	206	122
259	251	128
260	5	75
261	61	443
262	112	149
263	28	98
264	98	33
265	113	56
266	141	30
267	131	55
268	5	10
269	114	93
270	166	82
271	173	79
272	160	340
273	86	112
274	27	53
275	10	60
276	705	308
277	35	217
278	154	325
279	293	24
280	290	29
281	470	14
282	9	49
283	293	114
284	19	74
285	118	357
286	1	79
287	385	130
288	130	393
289	183	24
290	18	28
291	196	113
292	103	241
293	16	31
294	281	18
295	10	125
296	36	226
297	24	31
298	271	17
299	22	175
300	30	69
301	90	220
302	358	59
303	156	74
304	7	20
305	132	45
306	55	54
307	152	56
308	46	125
309	206	44
310	618	4
311	57	5
312	315	3
313	66	17
314	22	51
315	10	173
316	143	211
317	129	263
318	110	26
319	11	19
320	56	66
321	287	151
322	129	190
323	343	24
324	237	172
325	31	36
326	227	24
327	218	39
328	108	20
329	175	245
330	142	115
331	19	22
332	77	41
333	314	112
334	64	99
335	206	93
336	44	187
337	103	204
338	124	40
339	343	48
340	483	137
341	176	76
342	114	379
343	143	6
344	249	52
345	10	21
346	116	26
347	9	10
348	85	268
349	229	56
350	135	204
351	53	15
352	164	89
353	251	36
354	263	93
355	152	28
356	103	9
357	318	107
358	153	26
359	50	59
360	128	46
361	153	11
362	52	69
363	660	110
364	80	90
365	26	324
366	387	69
367	135	116
368	16	142
369	86	98
370	418	154
371	106	201
372	5	656
373	4	39
374	120	162
375	137	112
376	199	115
377	81	20
378	229	44
379	610	523
380	122	94
381	5	29
382	6	113
383	26	13
384	80	19
385	103	319
386	195	115
387	58	32
388	251	28
389	64	15
390	247	44
391	166	35
392	23	93
393	141	118
394	158	29
395	126	119
396	39	278
397	120	48
398	27	162
399	364	4
400	303	36
401	198	39
402	0	151
403	22	91
404	28	108
405	179	113
406	172	17
407	89	55
408	191	299
409	1	77
410	1	43
411	209	277
412	42	24
413	489	86
414	38	65
415	99	63
416	235	96
417	296	13
418	1	200
419	188	33
420	84	58
421	200	92
422	61	84
423	31	333
424	164	43
425	204	159
426	82	344
427	142	24
428	110	11
429	214	36
430	374	48
431	212	330
432	86	74
433	290	101
434	39	88
435	315	23
436	32	112
437	39	30
438	117	10
439	45	376
440	64	105
441	154	44
442	74	164
443	308	18
444	119	59
445	173	97
446	455	11
447	171	101
448	638	49
449	657	185
450	85	29
451	170	164
452	111	265
453	72	12
454	328	84
455	206	41
456	254	267
457	325	123
458	83	21
459	56	1
460	80	134
461	25	46
462	25	56
463	15	18
464	54	52
465	326	37
466	116	73
467	84	63
468	51	153
469	89	127
470	210	76
471	221	154
472	2	153
473	152	16
474	146	34
475	33	49
476	13	83
477	212	29
478	358	170
479	145	86
480	317	73
481	111	18
482	106	16
483	374	209
484	152	64
485	29	69
486	19	52
487	494	98
488	123	7
489	52	703
490	234	82
491	153	30
492	483	118
493	642	67
494	173	594
495	149	56
496	13	38
497	169	96
498	167	24
499	71	200
500	23	357
501	285	114
502	178	22
503	12	55
504	38	21
505	45	115
506	37	3
507	417	66
508	125	10
509	33	50
510	204	67
511	355	94
512	1	85
513	57	99
514	114	73
515	152	56
516	272	86
517	66	3
518	167	30
519	493	243
520	231	219
521	111	24
522	384	9
523	213	12
524	20	20
525	439	60
526	97	181
527	187	39
528	47	158
529	207	192
530	6	381
531	276	9
532	210	16
533	147	108
534	27	209
535	383	123
536	903	523
537	19	123
538	0	66
539	216	22
540	214	35
541	289	10
542	210	178
543	552	244
544	25	65
545	6	22
546	59	41
547	67	140
548	101	151
549	40	69
550	113	49
551	13	43
552	151	43
553	138	40
554	65	77
555	347	10
556	430	23
557	392	49
558	65	103
559	48	98
560	167	44
561	77	50
562	321	57
563	23	62
564	35	29
565	54	15
566	199	6
567	98	153
568	10	63
569	15	1
570	79	168
571	774	30
572	9	242
573	106	11
574	139	4
575	226	36
576	350	245
577	204	22
578	207	62
579	315	151
580	31	78
581	40	185
582	10	92
583	35	21
584	121	74
585	30	183
586	23	298
587	68	19
588	34	35
589	293	329
590	45	177
591	198	40
592	69	18
593	306	11
594	53	171
595	79	451
596	102	17
597	116	16
598	47	123
599	183	27
600	22	2
601	19	13
602	171	4
603	184	122
604	133	16
605	3	45
606	85	22
607	208	31
608	428	46
609	62	2
610	44	51
611	94	169
612	17	49
613	341	102
614	5	31
615	101	51
616	402	68
617	316	130
618	140	107
619	73	432
620	93	263
621	91	8
622	91	121
623	588	123
624	76	6
625	121	282
626	208	126
627	624	34
628	327	75
629	8	20
630	18	69
631	304	150
632	420	1
633	16	63
634	14	63
635	14	60
636	9	266
637	172	18
638	210	158
639	292	202
640	251	36
641	147	29
642	444	14
643	481	139
644	1	196
645	8	114
646	534	47
647	406	4
648	577	7
649	134	291
650	209	37
651	88	76
652	36	6
653	336	77
654	482	16
655	2	13
656	556	10
657	36	100
658	20	14
659	24	389
660	579	10
661	68	174
662	45	195
663	69	106
664	162	181
665	59	88
666	46	39
667	27	268
668	10	18
669	46	134
670	73	95
671	425	19
672	167	12
673	43	125
674	133	60
675	58	1
676	41	177
677	259	122
678	264	98
679	31	90
680	103	71
681	31	29
682	69	80
683	533	206
684	13	158
685	853	2
686	116	2
687	72	58
688	831	16
689	110	102
690	152	235
691	152	265
692	43	151
693	18	34
694	162	133
695	181	78
696	61	20
697	223	132
698	137	20
699	163	181
700	247	23
701	243	34
702	31	80
703	16	62
704	25	6
705	16	80
706	199	525
707	63	66
708	376	155
709	321	50
710	159	10
711	24	223
712	292	47
713	85	335
714	69	20
715	31	44
716	241	45
717	234	141
718	23	4
719	41	7
720	120	82
721	37	135
722	59	146
723	277	124
724	39	17
725	151	86
726	134	84
727	124	128
728	755	17
729	9	32
730	157	507
731	97	351
732	1	148
733	131	99
734	335	170
735	658	191
736	0	38
737	332	31
738	155	170
739	121	119
740	134	30
741	62	123
742	27	222
743	29	33
744	102	35
745	3	10
746	172	101
747	3	15
748	93	109
749	223	6
750	331	30
751	194	7
752	59	55
753	131	273
754	184	41
755	1	6
756	32	222
757	234	45
758	161	90
759	568	35
760	138	24
761	525	102
762	285	68
763	84	428
764	65	8
765	1157	61
766	678	147
767	87	49
768	146	18
769	143	90
770	53	24
771	156	29
772	55	103
773	47	310
774	174	67
775	92	10
776	64	161
777	109	212
778	70	130
779	4	125
780	10	29
781	249	35
782	22	141
783	122	4
784	61	64
785	120	54
786	208	161
787	118	45
788	24	15
789	63	60
790	567	109
791	101	91
792	26	21
793	259	37
794	142	118
795	283	41
796	386	92
797	17	57
798	40	29
799	42	79
800	54	24
801	486	25
802	252	5
803	227	71
804	342	65
805	116	249
806	77	223
807	138	136
808	2	11
809	321	61
810	139	17
811	398	29
812	214	291
813	70	14
814	26	21
815	90	85
816	51	232
817	172	17
818	98	15
819	163	31
820	41	5
821	110	148
822	130	30
823	685	108
824	26	185
825	2	314
826	359	70
827	80	39
828	27	83
829	271	29
830	17	75
831	197	683
832	118	31
833	284	170
834	106	19
835	521	26
836	144	11
837	302	146
838	78	66
839	124	21
840	33	54
841	123	297
842	319	23
843	7	33
844	24	156
845	214	37
846	123	239
847	239	58
848	68	102
849	12	202
850	47	159
851	36	73
852	210	53
853	209	27
854	195	206
855	115	26
856	78	157
857	63	156
858	404	245
859	22	266
860	148	159
861	9	138
862	68	95
863	114	38
864	434	10
865	145	27
866	276	84
867	118	6
868	305	197
869	43	96
870	111	187
871	62	20
872	77	20
873	95	134
874	73	74
875	6	56
876	302	63
877	55	57
878	113	51
879	406	2
880	64	16
881	405	277
882	554	13
883	111	42
884	210	137
885	123	95
886	30	191
887	127	71
888	191	260
889	18	82
890	264	239
891	14	88
892	122	60
893	84	65
894	50	12
895	253	35
896	22	144
897	227	263
898	29	107
899	196	40
900	55	19
901	33	288
902	172	60
903	8	19
904	5	19
905	139	65
906	34	3
907	206	467
908	85	234
909	229	83
910	68	44
911	293	124
912	171	101
913	343	54
914	45	275
915	4	65
916	319	24
917	113	56
918	87	11
919	228	110
920	25	108
921	157	48
922	203	322
923	92	244
924	256	95
925	126	112
926	161	111
927	65	48
928	313	7
929	59	218
930	35	22
931	215	112
932	298	55
933	88	38
934	43	328
935	64	13
936	620	5
937	2	23
938	177	226
939	208	98
