0	30	0	0	
594	99	30	0	
158	27	129	0	
67	80	126	0	
147	13	80	0	
64	138	13	0	
75	124	0	0	
62	110	124	0	
41	97	234	0	
39	21	331	0	
39	4	352	0	
39	88	356	0	
39	50	444	0	
40	68	494	0	
98	325	562	0	
40	144	887	0	
37	53	1031	0	
38	19	1084	0	
37	100	1103	0	
37	10	1203	0	
140	6	1213	0	
56	385	1219	0	
379	20	1480	0	
60	135	1390	0	
65	23	1525	0	
52	72	1548	0	
362	23	1620	0	
52	91	1643	0	
41	156	1734	0	
286	379	1890	0	
135	227	2269	0	
83	92	2399	0	
227	132	2328	0	
82	8	2067	0	
48	159	2075	0	
77	57	2234	0	
200	260	2291	0	
38	20	2551	0	
253	127	2571	0	
238	22	2698	0	
270	110	2576	0	
52	61	2686	0	
37	43	2747	0	
90	8	2790	0	
375	127	2798	0	
269	131	2925	0	
160	91	3056	0	
91	132	3094	0	
85	320	3107	0	
60	121	3427	0	
289	15	3548	0	
126	47	3563	0	
202	57	3610	0	
37	157	3667	0	
275	68	3824	0	
304	79	3491	0	
39	98	3570	0	
38	86	3668	0	
37	285	3754	0	
275	27	4039	0	
103	83	4066	0	
159	185	4149	0	
37	358	4334	0	
312	27	4537	0	
150	277	4564	0	
156	43	4841	0	
41	12	4884	0	
338	180	4896	0	
340	87	4981	0	
415	135	5068	0	
55	86	5203	0	
42	24	5289	0	
200	59	5313	0	
53	54	5372	0	
447	35	5312	0	
54	3	5347	0	
39	13	5350	0	
41	360	5363	0	
46	207	5723	0	
39	72	5930	0	
108	219	6002	0	
52	6	6221	0	
40	31	6227	0	
544	109	6102	0	
65	8	6211	0	
234	19	6219	0	
561	2	6238	0	
343	132	5861	0	
270	8	5993	0	
148	68	6001	0	
119	58	6069	0	
165	179	6127	0	
418	190	6079	0	
53	29	6269	0	
41	43	6298	0	
38	628	6341	0	
161	125	6969	0	
143	110	7094	0	
380	278	7204	0	
112	125	7390	0	
253	66	7515	0	
173	114	7581	0	
52	16	7695	0	
121	80	7711	0	
83	258	7791	0	
207	35	8049	0	
40	132	8084	0	
114	60	8084	0	
64	60	8144	0	
49	69	8204	0	
416	5	8273	0	
308	7	8278	0	
417	189	8118	0	
271	51	8307	0	
98	22	8358	0	
38	9	8380	0	
216	254	8389	0	
379	35	8586	0	
177	145	8621	0	
267	35	8766	0	
39	3	8801	0	
257	28	8804	0	
266	36	8572	0	
98	97	8608	0	
39	17	8705	0	
224	83	8722	0	
102	177	8805	0	
116	57	8982	0	
298	6	9039	0	
135	147	9025	0	
66	34	9045	0	
61	18	9079	0	
405	110	9097	0	
115	98	9207	0	
50	35	9305	0	
256	16	9340	0	
262	148	9224	0	
269	57	9372	0	
52	102	9429	0	
188	2	9531	0	
84	111	9533	0	
50	35	9644	0	
365	279	9618	0	
507	3	9897	0	
665	120	9857	0	
736	124	9977	0	
50	333	10101	0	
64	40	10434	0	
45	94	10474	0	
49	313	10433	0	
83	31	10746	0	
153	402	10777	0	
95	7	11179	0	
50	102	11186	0	
40	152	11288	0	
37	33	11440	0	
89	98	11473	0	
181	118	11571	0	
230	131	11689	0	
210	14	11689	0	
51	22	11703	0	
356	164	11725	0	
50	340	11889	0	
213	49	12229	0	
50	260	12278	0	
146	231	12538	0	
52	139	12769	0	
49	91	12817	0	
39	20	12908	0	
156	122	12928	0	
267	5	13050	0	
184	168	13055	0	
88	10	13223	0	
192	191	13233	0	
258	254	13292	0	
194	111	13546	0	
54	324	13657	0	
131	186	13981	0	
236	103	14167	0	
224	55	14270	0	
39	166	14325	0	
125	155	14171	0	
140	147	14326	0	
105	57	14473	0	
284	196	14530	0	
240	15	14726	0	
107	14	14741	0	
102	1	14634	0	
50	68	14635	0	
47	277	14703	0	
36	12	14980	0	
36	89	14992	0	
36	179	15081	0	
37	33	15260	0	
73	6	15293	0	
441	170	15299	0	
113	54	15469	0	
50	33	15523	0	
223	78	15494	0	
298	34	15572	0	
233	1	15606	0	
113	473	15607	0	
78	241	16080	0	
1125	93	16264	0	
263	43	16200	0	
51	91	16243	0	
297	87	16334	0	
239	632	16421	0	
40	43	17053	0	
37	67	17096	0	
153	88	17163	0	
40	19	17251	0	
37	12	17270	0	
37	99	17282	0	
37	8	17381	0	
138	40	17321	0	
41	68	17361	0	
41	6	17429	0	
124	12	17435	0	
41	47	17447	0	
42	39	17494	0	
147	39	17533	0	
122	150	17572	0	
40	30	17722	0	
662	298	17575	0	
202	142	17873	0	
100	5	18015	0	
137	24	18020	0	
132	69	18044	0	
603	26	17742	0	
185	130	17768	0	
119	56	17898	0	
457	86	17954	0	
172	69	17745	0	
189	193	17814	0	
146	81	18007	0	
216	83	18088	0	
68	22	18171	0	
37	31	18193	0	
162	420	18224	0	
40	90	18644	0	
515	163	18376	0	
738	7	18539	0	
39	320	18546	0	
173	100	18562	0	
50	5	18662	0	
84	116	18667	0	
40	55	18783	0	
36	67	18838	0	
37	126	18905	0	
36	39	19031	0	
189	37	19070	0	
173	187	19107	0	
301	50	19294	0	
40	14	19344	0	
191	196	19123	0	
110	59	19319	0	
208	122	19378	0	
253	128	19500	0	
38	75	19628	0	
37	443	19703	0	
118	149	20146	0	
40	98	20295	0	
78	33	20393	0	
115	56	20426	0	
146	30	20260	0	
132	55	20290	0	
38	10	20345	0	
84	93	20355	0	
168	82	20448	0	
175	79	20530	0	
162	340	20609	0	
88	112	20949	0	
37	53	21061	0	
41	60	21114	0	
673	308	20540	0	
41	217	20848	0	
166	325	21065	0	
295	24	21390	0	
283	29	21207	0	
482	14	21236	0	
41	49	21250	0	
268	114	21299	0	
40	74	21413	0	
100	357	21487	0	
40	79	21772	0	
350	130	21851	0	
132	393	21981	0	
187	24	22374	0	
41	28	22398	0	
176	113	22426	0	
105	241	22539	0	
40	31	22780	0	
261	18	22592	0	
41	125	22610	0	
40	226	22735	0	
38	31	22961	0	
231	17	22992	0	
41	175	23009	0	
38	69	23184	0	
80	220	23253	0	
358	59	23436	0	
158	74	23495	0	
40	20	23569	0	
108	45	23589	0	
42	54	23634	0	
168	56	23688	0	
41	125	23744	0	
215	44	23869	0	
621	4	23804	0	
45	5	23808	0	
332	3	23813	0	
83	17	23816	0	
41	51	23833	0	
39	173	23884	0	
91	211	24057	0	
133	263	24241	0	
112	26	24504	0	
42	19	24530	0	
38	66	24549	0	
266	151	24615	0	
146	190	24766	0	
345	24	24956	0	
241	172	24846	0	
41	36	25018	0	
220	24	25054	0	
222	39	25078	0	
107	20	25117	0	
177	245	25137	0	
144	115	25306	0	
42	22	25421	0	
50	41	25443	0	
327	112	25484	0	
83	99	25596	0	
191	93	25695	0	
42	187	25788	0	
109	204	25975	0	
110	40	26179	0	
346	48	26161	0	
501	137	26209	0	
177	76	26346	0	
116	379	26422	0	
132	6	26622	0	
251	52	26628	0	
39	21	26680	0	
90	26	26701	0	
52	10	26727	0	
44	268	26737	0	
231	56	27005	0	
137	204	27061	0	
55	15	27265	0	
168	89	27090	0	
253	36	27179	0	
265	93	27215	0	
154	28	27308	0	
105	9	27336	0	
322	107	27316	0	
170	26	27423	0	
42	59	27449	0	
139	46	27508	0	
155	11	27554	0	
40	69	27565	0	
677	110	27591	0	
66	90	27701	0	
41	324	27791	0	
391	69	28115	0	
137	116	28184	0	
43	142	28300	0	
80	98	28442	0	
403	154	27912	0	
108	201	28066	0	
41	656	28267	0	
39	39	28923	0	
80	162	28962	0	
121	112	29124	0	
201	115	29236	0	
84	20	29226	0	
231	44	29246	0	
613	523	29290	0	
123	94	29813	0	
41	29	29907	0	
39	113	29936	0	
38	13	29939	0	
39	19	29952	0	
66	319	29971	0	
197	115	30290	0	
82	32	30405	0	
249	28	30437	0	
84	15	30465	0	
231	44	30480	0	
169	35	30246	0	
42	93	30281	0	
126	118	30374	0	
160	29	30492	0	
128	119	30521	0	
41	278	30640	0	
121	48	30918	0	
42	162	30966	0	
354	4	31003	0	
306	36	31007	0	
200	39	31043	0	
40	151	31082	0	
39	91	31233	0	
37	108	31324	0	
118	113	31432	0	
174	17	31545	0	
92	55	31562	0	
178	299	31551	0	
39	77	31850	0	
39	43	31927	0	
138	277	31970	0	
44	24	32247	0	
491	86	32271	0	
47	65	32357	0	
109	63	32422	0	
222	96	32371	0	
298	13	32467	0	
39	200	32480	0	
168	33	32680	0	
70	58	32713	0	
202	92	32771	0	
63	84	32863	0	
39	333	32851	0	
163	43	33184	0	
207	159	33227	0	
84	344	33386	0	
144	24	33730	0	
112	11	33754	0	
216	36	33765	0	
377	48	33543	0	
214	330	33591	0	
88	74	33921	0	
292	101	33995	0	
40	88	34096	0	
334	23	34149	0	
42	112	34172	0	
38	30	34284	0	
113	10	34314	0	
41	376	34324	0	
82	105	34700	0	
137	44	34805	0	
76	164	34849	0	
325	18	35013	0	
123	59	34899	0	
174	97	34958	0	
456	11	35055	0	
173	101	35066	0	
642	49	35107	0	
660	185	35096	0	
86	29	35281	0	
173	164	35310	0	
112	265	35474	0	
82	12	35739	0	
327	84	35751	0	
208	41	35835	0	
257	267	35807	0	
327	123	36074	0	
84	21	36197	0	
41	1	36218	0	
98	134	36219	0	
42	46	36353	0	
38	56	36399	0	
39	18	36455	0	
38	52	36473	0	
296	37	36324	0	
118	73	36361	0	
85	63	36434	0	
42	153	36497	0	
101	127	36650	0	
212	76	36777	0	
223	154	36853	0	
42	153	37007	0	
116	16	37109	0	
149	34	37125	0	
42	49	37159	0	
38	83	37208	0	
183	29	37291	0	
359	170	37320	0	
146	86	37490	0	
321	73	37291	0	
112	18	37364	0	
108	16	37382	0	
376	209	37398	0	
154	64	37607	0	
41	69	37671	0	
39	52	37740	0	
468	98	37757	0	
124	7	37855	0	
42	703	37862	0	
248	82	38565	0	
155	30	38647	0	
486	118	38532	0	
644	67	38650	0	
176	594	38682	0	
151	56	39276	0	
41	38	39332	0	
143	96	39370	0	
169	24	39466	0	
83	200	39490	0	
42	357	39690	0	
266	114	40047	0	
181	22	40130	0	
40	55	40152	0	
38	21	40207	0	
39	115	40228	0	
38	3	40343	0	
401	66	40346	0	
127	10	40412	0	
43	50	40422	0	
198	67	40339	0	
358	94	40406	0	
42	85	40500	0	
39	99	40585	0	
118	73	40684	0	
139	56	40757	0	
281	86	40813	0	
83	3	40899	0	
175	30	40802	0	
503	243	40832	0	
241	219	41075	0	
117	24	41294	0	
391	9	41141	0	
220	12	41150	0	
41	20	41162	0	
429	60	41182	0	
102	181	41032	0	
192	39	41213	0	
41	158	41252	0	
223	192	41410	0	
41	381	41602	0	
257	9	41983	0	
217	16	41992	0	
152	108	41974	0	
41	209	42082	0	
378	123	42291	0	
911	523	42286	0	
42	123	42809	0	
38	66	42932	0	
165	22	42998	0	
218	35	43020	0	
294	10	43055	0	
217	178	42967	0	
553	244	43145	0	
36	65	43389	0	
32	22	43454	0	
32	41	43476	0	
63	140	43517	0	
103	151	43657	0	
35	69	43808	0	
138	49	43826	0	
45	43	43875	0	
117	43	43918	0	
139	40	43961	0	
66	77	44001	0	
339	10	44078	0	
432	23	43940	0	
394	49	43963	0	
77	103	44012	0	
44	98	44115	0	
174	44	44213	0	
79	50	44257	0	
323	57	44250	0	
35	62	44307	0	
31	29	44369	0	
56	15	44398	0	
195	6	44413	0	
100	153	44419	0	
34	63	44572	0	
32	1	44635	0	
31	168	44636	0	
